Reviews,ID,Rating,Product
"these apple airpods were a christmas gift for my teenage granddaughter and she told me they are totally awesome. she uses them all the time, and the noise cancelling feature cancels the family voices right out. we now have to make monkey motions or stand on our heads to get her attention. oh, and the battery life is great!",3724,positive,Apple AirPods (2nd Generation)
my friend ordered these as a replacement and gift for her niece she’s satisfied with them,3725,positive,Apple AirPods (2nd Generation)
this is my second pair i lost one so this time i got the lanyard so it will be much less likely to lose but an awesome product,3726,positive,Apple AirPods (2nd Generation)
good,3727,positive,Apple AirPods (2nd Generation)
amazing purchase,3728,positive,Apple AirPods (2nd Generation)
quality is outstanding,3729,positive,Apple AirPods (2nd Generation)
wonderful gift! sound quality is excellent! would buy again.,3730,positive,Apple AirPods (2nd Generation)
got them today..looks great..apple 2nd generation a2031 a2032 written on them..comes with a charging case and a wire..,3731,positive,Apple AirPods (2nd Generation)
perfect sound. battery life is good not great but i love them so far.,3732,positive,Apple AirPods (2nd Generation)
these are great! i have bought several ears buds that don’t fit my small ears. these fit perfect and don’t hurt my ears.,3733,positive,Apple AirPods (2nd Generation)
this was a birthday gift for my husband of 40 years.  after all these years he said “this is my all time favorite gift”.,3734,positive,Apple AirPods (2nd Generation)
"works perfectly!fits well!battery life is wonderful!will fall out if you're exercising, so will need to buy something to hold them in",3735,positive,Apple AirPods (2nd Generation)
"great sound, does exactly what they say they will do. wonderful apple product",3736,positive,Apple AirPods (2nd Generation)
comfortable and great price,3737,positive,Apple AirPods (2nd Generation)
works great. christmas present,3738,positive,Apple AirPods (2nd Generation)
perfect for what i needed them fot,3739,positive,Apple AirPods (2nd Generation)
"i ordered these while they were on deal of the day, and the reduced price made me wary that they may be not the quality i expect from apple products.once i received the airpods, i am pleased to say that they had no imperfections and seemed to be mint quality. i would recommend this refurbished product.",3740,positive,Apple AirPods (2nd Generation)
my granddaughter had a pair and then lost them. she had me order this pair for her. she loves them.,3741,positive,Apple AirPods (2nd Generation)
amazing i also got a case and it’s so pretty no sound problems i can hear from both sides and i’m having no trouble.,3742,positive,Apple AirPods (2nd Generation)
"i’m sure some of these good and bad reviews are fake. i’m a real account giving a real reviewer as a regular amazon shopper. i am no paid reviewer and i’m someone who prides myself on helping others receive the best clarity possible when it comes to you all spending your money so i have your back. have no fear. a real reviewer is here! loli purchased 2nd generation airpods a year ago in atlanta from best buy. i lost them. i was skeptical purchasing through amazon when it comes to airpods but they are a third party seller, just like best buy of course so it’s no difference. honest review =  i saw 400,000 good reviews and a few thousand that were in the bad. the good outweighed the bad. i purchased the $29 warranty because, why not? i didn’t before - and lost them lol so i’m not making that mistake again.i just received them. pretty quickly too. overnight. received by 8-9am the next morning.the sound quality, the charger, the case, = so far everything’s really good. ! i am pleased with my purchase. one of my favorite features is even when i’m not near my phone, but i have the airpods in - it’ll ask me to read my message through my ear and i can also reply. which comes in handy. it’s very clear and loud.if anything changes? i’ll return to edit but if you don’t see an edit? it’s no issue. purchase them. as far as android users? come on. let’s use our basic common sense here. these are apple product airpods for apple products. of course you’re going to have certain issues for your device when it’s by samsung ok? lol i see most of the bad reviews were android users so i was utterly perplexed.jamming out to my airpods as i prepare to do my dishes. do it. i’m the angel in your ear saying do it, but it. to the android users, babes don’t buy it lol love you all have a blessed day and be kind to others. law of attraction guys, is absolutely real. trust so be kind today! muah",3743,positive,Apple AirPods (2nd Generation)
bought it for my son as a christmas present and he loves them. tried all the others and this seems to be the best for him,3744,positive,Apple AirPods (2nd Generation)
"great sound quality, great battery life, super versatile. came a few days late but are genuine apple airpods. came pre-charged and everything. i’ve heard people complain of them not being great for use at the gym or while running, but i have had a very positive experience with both and i go to the gym several times a week! this generation of airpod doesn’t come with noise cancellation which is a bummer, but i would absolutely buy these again!",3745,positive,Apple AirPods (2nd Generation)
"the item was affordable.  everything works well, sound, color, and package was packaged well. thank you!",3746,positive,Apple AirPods (2nd Generation)
so far so good. who doesn’t love airpods?,3747,positive,Apple AirPods (2nd Generation)
airpods are great.sound quality is good but could use some more bass,3748,positive,Apple AirPods (2nd Generation)
"comfortable & great sound quality!  nice for hands free driving and all your favorite music, podcasts & videos. well worth the $ compared to cheap alternatives.",3749,positive,Apple AirPods (2nd Generation)
the experience with this airports was good,3750,positive,Apple AirPods (2nd Generation)
i got these as a gift for my mom and she loves them and said they work great,3751,positive,Apple AirPods (2nd Generation)
bought as a gift. they loved them. zero complains,3752,positive,Apple AirPods (2nd Generation)
excellent sound and compact,3753,positive,Apple AirPods (2nd Generation)
works great,3754,positive,Apple AirPods (2nd Generation)
"they are easy to set up and use; and very effective, even for the hard of hearing. my husband uses less speaker phone than before. so we can now do our work without disturbance.",3755,positive,Apple AirPods (2nd Generation)
"these were a gift to my son.  he uses them often and has yet to complain.  assuming the gift was spot on, he can now ignore me with reason!",3756,positive,Apple AirPods (2nd Generation)
"nothing can compare to the fit, feel and sound quality",3757,positive,Apple AirPods (2nd Generation)
they are what we asked for,3758,positive,Apple AirPods (2nd Generation)
i believe this is the best in ear headphones that you can get for the mentioned price. nothing extra special just high quality product and definitely recommended.,3759,positive,Apple AirPods (2nd Generation)
hope these last longer than the last pair i bought.,3760,positive,Apple AirPods (2nd Generation)
great pproduct. use them at gym and they work great! vert satisfied with product.,3761,positive,Apple AirPods (2nd Generation)
charges quick. the battery lasts pretty long.,3762,positive,Apple AirPods (2nd Generation)
it’s loved by the person i purchased it for,3763,positive,Apple AirPods (2nd Generation)
